PreyIndividuals_ID,stm_preyID,Length_mm,Length_Code,Weight_g,Comment
1250,2997,23.9,TL,0.75,
1251,2998,20.8,TL,0.46,
1252,2998,11.4,TL,0.23,
1253,3000,60,SL,10.41,
1254,3000,55,SL,11.8,
1255,3000,54,SL,9.74,
1256,3001,140,TL,0.22,
1257,3001,50,TL,0.21,
1258,3003,36,TL,0.77,
1259,3004,17,TL,0.6,
1260,3005,30,ML,3.31,
1261,3006,19,TL,0.44,
1262,3006,16,TL,0.53,
1263,3006,24,TL,0.96,
1264,3006,20,TL,0.36,
1265,3007,39,TL,0.2,
1266,3008,37,TL,0.61,21mm W
1267,3009,56,SL,12.76,
1268,3009,60,SL,12.56,
1269,3009,70,SL,18.72,
1270,3009,59,SL,15.74,
1271,3009,62,SL,15.04,
1272,3010,32,SL,3.15,
1273,3011,21,TL,0.82,
1274,3011,19,TL,0.69,
1275,3012,40,TL,0.29,
1276,3012,35,TL,0.24,
1277,3014,11.4,TL,0.3,
1278,3014,11.4,TL,0.27,
1279,3014,9.3,TL,0.13,
1280,3014,22.8,TL,0.47,
1281,3014,13.5,TL,0.28,
1282,3014,16.6,TL,0.28,
1283,3014,23.9,TL,0.6,
1284,3015,36.4,TL,0.75,
1285,3015,20.7,TL,0.14,
1286,3016,22,TL,1.66,
1287,3017,31.2,ML,1.96,
1288,3018,79.1,SL,10.49,
1289,3020,14.5,TL,0.12,
1290,3019,40.8,TL,0.97,
1291,3019,53.1,TL,0.65,
1292,3019,84.3,TL,0.55,
1293,3022,15,TL,0.42,
1294,3023,63,TL,3.18,
1295,3024,45,ML,32.84,
1296,3025,26,TL,0.86,
1297,3025,24,TL,0.9,
1298,3025,23,TL,0.85,
1299,3025,21.8,TL,0.65,
1300,3026,94,TL,3.99,
1301,3027,18.7,TL,0.56,
1302,3028,24.9,TL,0.43,
1303,3029,70,TL,2.83,55mm W
1304,3030,57,TL,4.23,47mm W
1305,3031,67,TL,7.18,26mm W
1306,3033,26,TL,0.38,
1307,3033,27,TL,0.48,
1308,3034,52,SL,5.15,
1309,3034,51,SL,4.53,
1310,3034,61,SL,6.87,
1311,3035,125,TL,0.38,
1312,3036,20.7,TL,0.49,
1313,3036,32.2,TL,1.43,
1314,3037,24.9,TL,0.37,
1315,3038,10.3,TL,0.18,
1316,3039,65,TL,6.62,
1317,3039,42,TL,1.01,
1318,3040,80,TL,0.32,
1319,3040,210,TL,0.41,
1320,3040,110,TL,0.14,
1321,3042,30,TL,1.51,
1322,3043,70,TL,4.84,30mm W
1323,3044,50,TL,0.95,6mm W
1324,3045,64,TL,8.13,
1325,3045,76,TL,8.09,
1326,3045,60,TL,6.64,
1327,3045,65,TL,7.35,
1328,3046,103,ML,3.51,
1329,3047,20.8,TL,0.28,
1330,3048,690,SL,750.45,
1331,3049,27,SL,1.96,
1332,3050,65.5,SL,9.29,
1333,3051,58,TL,2.01,19.7mm W
1334,3052,20.7,TL,0.53,
1335,3053,17.6,TL,0.71,
1336,3054,27.1,TL,1.08,
1337,3055,69.7,TL,0.35,
1338,3056,20.7,TL,0.95,
1339,3056,19.7,TL,0.99,
1340,3057,10.3,TL,0.24,
1341,3058,56.2,SL,3.24,
1342,3059,40.5,TL,0.84,
1343,3060,30.2,TL,1.06,
1344,3061,75,SL,2.4,
1345,3062,32.2,TL,0.19,
1346,3063,100,TL,0.17,1mm W
1347,3064,56.2,ML,20.66,
1348,3065,57.2,TL,6.26,
1349,3065,44.7,TL,1.9,
1350,3065,49.9,TL,2.54,
1351,3066,74.9,ML,15.28,
1352,3068,75.9,ML,12.83,
1353,3068,82.2,ML,31.33,
1354,3070,52,TL,0.68,
1355,3074,30.1,TL,1.47,12.4mm W
1356,3075,66,SL,12.3,
1357,3075,56,SL,8.86,
1358,3075,61,SL,9.03,
1359,3076,15.5,TL,0.57,
1360,3076,17.6,TL,0.73,
1361,3076,17.7,TL,0.77,
1362,3077,19.7,TL,0.52,
1363,3079,15,TL,0.24,
1364,3079,5.2,TL,0.05,
1365,3080,30,TL,0.64,
1366,3081,65,TL,0.1,2.1mm W
1367,3082,48,TL,0.77,
1368,3082,36,TL,1.09,
1369,3082,31,TL,0.81,
1370,3082,21,TL,0.29,
1371,3083,26,TL,0.89,
1372,3084,32.2,TL,2.75,
1373,3085,36,SL,5.79,
1374,3087,55.1,ML,22.52,
1375,3088,39.5,ML,5.32,
1376,3089,112,SL,8.44,
1377,3090,46.8,SL,3.71,
1378,3091,50.9,TL,2.01,40.5mm W
1379,3092,22.6,TL,0.39,
1380,3093,20.8,TL,0.37,
1381,3093,25.9,TL,0.49,
1382,3093,24.9,TL,0.32,
1383,3094,8.3,CL,0.36,
1384,3095,55,ML,12.68,
1385,3096,32.3,ML,2.54,
1386,3098,31.2,SL,0.58,
1387,3102,122,TL,0.31,
1388,3102,109.5,TL,0.11,
1389,3103,210,TL,0.24,
1390,3104,26,SL,1.58,
1391,3104,37,SL,3.27,
1392,3105,32.2,SL,2.22,
1393,3106,60,SL,0.94,
1394,3106,55,SL,0.83,
1395,3107,54.1,SL,11.32,
1396,3107,55.1,SL,10.31,
1397,3108,33,ML,8.47,
1398,3109,12.4,SL,0.16,
1399,3110,34.3,SL,1.76,
1400,3112,54.1,SL,2.26,
1401,3113,46.8,SL,1.35,
1402,3114,24.9,TL,0.28,
1403,3115,52,SL,1.31,
1404,3116,105.1,TL,0.31,
1405,3118,190,SL,34.24,
1406,3118,175,SL,24.59,
1407,3119,28.1,SL,1.11,size range
1408,3119,37.4,SL,2.59,size range
1409,3119,33.3,SL,1.58,size range
1410,3119,27,SL,0.84,size range
1411,3119,29.1,SL,1.24,size range
1412,3120,11.4,TL,0.14,
1413,3121,16.6,TL,0.36,
1414,3123,16.8,TL,0.12,
1415,3124,32.4,TL,1.42,
1416,3125,65,SL,13.62,
1417,3125,53,SL,9.7,
1418,3125,44.7,SL,8.37,
1419,3128,25.9,TL,0.64,
1420,3129,26,TL,0.54,
1421,3130,48,TL,0.79,14.5mm W
1422,3131,29.1,TL,3.21,13.5mm W
1423,3132,63.4,ML,25.56,
1424,3133,102,TL,1.55,9mm W
1425,3134,16.6,TL,0.21,
1426,3134,12.5,TL,0.1,
1427,3135,23.9,TL,0.27,
1428,3135,21.8,TL,0.23,
1429,3135,19.7,TL,0.15,
1430,3136,23.8,TL,0.69,
1431,3136,16.6,TL,0.43,
1432,3136,22.8,TL,0.59,
1433,3137,16.7,TL,0.37,
1434,3138,22,TL,0.32,
1435,3138,18,TL,0.3,
1436,3138,27,TL,0.2,
1437,3140,36.4,TL,0.86,
1438,3141,11.6,TL,0.26,
1439,3144,27,ML,3.58,
1440,3145,128,TL,0.15,
1441,3145,80.1,TL,0.26,
1442,3146,215,SL,34.82,
1443,3147,55.1,SL,13.17,
1444,3147,63.5,SL,11.15,
1445,3149,27,TL,0.61,
1446,3149,19.7,TL,0.2,
1447,3150,36.4,TL,0.94,
1448,3150,19.7,TL,0.22,
1449,3150,37.4,TL,0.94,
1450,3151,105,ML,31.81,
1451,3152,30,TL,0.79,
1452,3152,23,TL,0.51,
1453,3153,15.6,TL,0.22,
1454,3154,29.1,TL,0.93,
1455,3154,24.9,TL,0.51,
1456,3154,22.8,TL,0.57,
1457,3155,60,ML,6.88,
1458,3156,46.8,ML,3.24,
1459,3158,48,TL,1.19,22mm W
1460,3159,31,TL,0.51,16.6mm W
1461,3160,45,TL,0.41,
1462,3161,115,SL,8.63,
1463,3163,85,ML,9.57,
1464,3164,23.9,TL,0.42,
1465,3164,21.8,TL,0.28,
1466,3164,24.9,TL,0.34,
1467,3164,20.7,TL,0.22,
1468,3165,22.8,TL,0.47,
1469,3165,18.7,TL,0.33,
1470,3166,190,TL,0.45,
1471,3166,99,TL,0.54,
1472,3166,150,TL,0.41,
1473,3167,63.5,TL,1.67,41.6mm W
1474,3168,100,TL,0.91,6.2mm W
1475,3169,24.9,TL,0.49,
1476,3169,21.8,TL,0.35,
1477,3170,30.1,ML,1.73,
1478,3171,10.4,TL,0.21,
1479,3172,50,TL,1.37,
1480,3173,18.7,TL,0.47,
1481,3174,15.5,TL,0.43,
1482,3175,56.2,SL,11.77,
1483,3175,52,SL,11.03,
1484,3176,110,SL,9,
1485,3177,15.5,TL,0.18,10.4mm W
1486,3178,53,SL,7.35,
1487,3179,164,SL,26.78,
1488,3180,59.3,ML,21.78,
1489,3181,145,TL,0.3,
1490,3181,150,TL,0.33,
1491,3182,26,ML,1.99,
1492,3183,27.1,TL,0.73,range
1493,3183,24.9,TL,0.52,range
1494,3183,20.7,TL,0.28,range
1495,3184,18.6,TL,0.77,
1496,3184,17.6,TL,0.59,
1497,3185,16.6,TL,0.46,
1498,3186,18.7,TL,0.35,
1499,3187,91,SL,4.9,
1500,3187,143,SL,18.77,
1501,3188,33,SL,3.05,
1502,3188,29,SL,1.83,
1503,3188,18.7,SL,0.53,
1504,3189,26,TL,1.74,
1505,3190,46,TL,0.3,
1506,3190,87,TL,0.94,
1507,3190,105,TL,0.92,
1508,3191,22,TL,1.22,
1509,3192,61.4,TL,2.01,33.3mm W
1510,3193,44.7,TL,7.74,21m W
1511,3194,22,AP,0.34,
1512,3195,46.8,SL,4.24,
1513,3196,42.6,SL,2.62,
1514,3197,15.6,SL,0.25,
1515,3197,22,SL,1.75,
1516,3197,30.1,SL,1.85,
1517,3198,22,TL,1.13,
1518,3198,18.7,TL,0.54,
1519,3198,14.5,TL,0.35,
1520,3198,11.4,TL,0.16,
1521,3199,40.6,TL,0.43,
1522,3199,58.3,TL,1.57,
1523,3199,67.6,TL,1.09,
1524,3200,57.2,TL,1.28,
1525,3200,35.4,TL,0.38,
1526,3201,9.5,ML,0.25,
1527,3202,19.7,TL,0.48,
1528,3202,20.8,TL,0.6,
1529,3202,15.5,TL,0.37,
1530,3205,39.5,TL,0.69,
1531,3205,37.4,TL,0.79,
1532,3205,24.9,TL,0.27,
1533,3205,24.9,TL,0.32,
1534,3206,15.5,TL,0.19,
1535,3207,30.1,TL,0.47,
1536,3207,18.7,TL,0.17,
1537,3208,35.4,TL,1.25,
1538,3210,235,SL,28.97,
1539,3210,173,SL,18.55,
1540,3210,245,SL,45.15,
1541,3211,40.5,TL,1.43,
1542,3213,65.5,SL,12.48,
1543,3213,71.7,SL,13.12,
1544,3213,52.1,SL,10.22,
1545,3214,40.5,TL,1.45,25mm W
1546,3215,210,TL,0.91,1mm W
1547,3218,13.5,TL,0.34,
1548,3219,7.3,TL,0.06,
1549,3220,34.3,TL,0.76,
1550,3220,38.5,TL,0.79,
1551,3220,13.5,TL,0.07,
1552,3221,38.4,TL,1.38,
1553,3221,17.7,TL,0.53,
1554,3222,48,SL,11.54,
1555,3224,41.6,TL,1.04,
1556,3225,58.2,SL,14.06,
1557,3226,118,TL,0.27,
1558,3227,17.5,TL,0.33,
1559,3228,58.3,TL,0.85,13.5mm W
1560,3230,103,TL,0.39,
1561,3230,106.5,TL,0.41,
1562,3230,163,TL,0.33,
1563,3231,52,TL,0.11,
1564,3231,44.7,TL,0.08,
1565,3231,27,TL,0.02,
1566,3232,15.6,CL,1.99,
1567,3233,12.4,TL,0.19,
1568,3234,33.3,ML,2.64,
1569,3235,37.4,TL,0.21,
1570,3236,43.7,TL,0.91,
1571,3237,64,TL,0.66,
1572,3240,65,SL,16.14,
1573,3241,15.5,TL,0.39,
1574,3242,19.7,TL,0.57,
1575,3242,23.9,TL,0.76,
1576,3242,21.8,TL,0.7,
1577,3243,24.9,TL,0.93,
1578,3243,16.8,TL,0.39,
1579,3243,13.5,TL,0.19,
1580,3244,27.1,TL,0.52,
1581,3244,20.7,TL,0.38,
1582,3246,33,TL,0.93,22mm W
1583,3247,75,TL,0.36,6mm W
1584,3248,51,SL,0.73,
1585,3249,43,SL,7.71,
1586,3249,48.1,SL,8.07,
1587,3249,55.1,SL,14.87,
1588,3250,41.6,TL,1.41,size range
1589,3250,35.3,TL,0.9,size range
1590,3250,32.3,TL,0.84,size range
1591,3251,33.2,TL,1.74,
1592,3251,10.1,TL,0.21,
1593,3252,31.3,TL,1.88,Salp=0.62g
1594,3252,30.1,TL,1.69,Salp=0.69g
1595,3252,37.4,TL,2.39,Salp=1.27g
1596,3252,35.3,TL,2.7,Salp=1.25g
1597,3253,25,TL,1.54,
1598,3253,28,TL,0.59,
1599,3254,20,TL,0.51,
1600,3254,12,TL,0.15,
1601,3255,21.8,TL,0.27,
1602,3256,101,TL,0.17,
1603,3256,91,TL,0.15,
1604,3257,57,TL,1.55,
1605,3257,51,TL,1.94,
1606,3257,35.3,TL,0.73,
1607,3258,40.6,SL,0.74,
1608,3259,42.6,SL,4.71,
1609,3260,55.1,TL,1.36,23.9mm W
1610,3261,25.9,TL,0.79,
1611,3261,20.7,TL,0.53,
1612,3261,21.8,TL,0.24,
1613,3263,29.1,TL,0.45,
1614,3264,38.5,TL,0.88,
1615,3264,38.5,TL,0.89,
1616,3265,19.7,TL,0.6,
1617,3266,160,TL,0.65,
1618,3267,128,TL,1.59,
1619,3267,42.7,TL,0.4,
1620,3267,55.1,TL,1.02,
1621,3268,29.1,ML,8.24,
1622,3268,32.2,ML,6.14,
1623,3270,94.6,SL,3.83,
1624,3271,18.6,TL,0.4,
1625,3272,40.5,TL,1.09,
1626,3273,59,TL,0.75,
1627,3273,60,TL,0.77,
1628,3274,358,TL,0.06,1mm W
1629,3276,52.2,SL,8.35,
1630,3277,44.7,SL,0.55,
1631,3277,48.9,SL,0.65,
1632,3277,44.7,SL,0.59,
1633,3279,21.8,TL,0.64,
1634,3279,16.6,TL,0.37,
1635,3280,23.9,TL,0.88,
1636,3284,9.5,SL,0.18,
1637,3284,46.8,SL,6.13,
1638,3285,8.7,SL,0.5,
1639,3285,40.5,SL,5.23,
1640,3286,216.5,TL,0.22,
1641,3286,140.5,TL,0.16,
1642,3278,35.4,SL,0.38,
1643,3287,20.7,TL,0.35,
1644,3288,25.9,TL,0.87,
1645,3288,21.8,TL,0.48,
1646,3288,18.6,TL,0.31,
1647,3288,24.9,TL,0.67,
1648,3291,170,TL,0.36,
1649,3291,85,TL,0.38,
1650,3291,52,TL,0.45,
1651,3292,21.8,TL,0.28,
1652,3293,46.8,ML,9.74,
1653,3294,21.8,TL,0.21,
1654,3294,20.7,TL,0.29,
1655,3294,18.7,TL,0.27,
1656,3295,20.7,TL,0.25,
1657,3296,27,TL,0.67,
1658,3298,18.6,TL,0.22,
1659,3299,65.5,TL,1.19,
1660,3299,32.3,TL,0.4,
1661,3299,36.4,TL,0.7,
1662,3300,18.6,TL,0.55,
1663,3301,40.5,TL,1.2,20.7mm W
1664,3302,105.1,TL,7.35,45.7mm W
1665,3303,18.7,TL,0.19,
1666,3303,16.6,TL,0.2,
1667,3303,21.8,TL,0.36,
1668,3303,20.7,TL,0.28,
1669,3303,21.7,TL,0.25,
1670,3304,60.3,TL,1.07,
1671,3304,51,TL,0.48,
1672,3304,48.8,TL,0.93,
1673,3304,57.2,TL,0.73,
1674,3305,62.4,SL,9.82,
1675,3305,57.2,SL,10.43,
1676,3305,52.1,SL,9.65,
1677,3305,51.9,SL,10.66,
1678,3306,21.8,SL,0.92,
1679,3306,20.7,SL,0.42,
1680,3307,67,SL,1.25,
1681,3307,62,SL,1.12,
1682,3307,110,SL,5.02,
1683,3308,54,TL,0.21,
1684,3308,95,TL,0.36,
1685,3308,110,TL,0.31,
1686,3309,50.9,ML,14.54,
1687,3310,144.6,TL,6.09,6.2mm W
1688,3311,74.9,SL,3.65,
1689,3312,126.9,SL,10.94,
1690,3313,49.9,SL,1.17,
1691,3313,64.5,SL,1.42,
1692,3314,50.9,SL,3.72,
1693,3314,31.2,SL,2.11,
1694,3314,12.6,SL,0.31,
1695,3315,57.2,SL,5.92,
1696,3315,13.5,SL,0.21,
1697,3315,31.2,SL,2.03,
1698,3316,50.9,SL,8.45,
1699,3317,28.1,TL,0.1,
1700,3318,11.4,TL,0.24,
1701,3319,33.3,TL,0.52,
1702,3320,87.4,SL,5.36,
1703,3321,21.8,TL,0.27,
1704,3322,20.8,TL,0.29,
1705,3323,19.7,TL,0.15,
1706,3324,108.2,SL,22.74,
1707,3325,61.3,SL,1.23,
1708,3329,48.9,TL,1.54,28.1mm W
1709,3330,32.4,ML,11.7,
1710,3331,189.3,TL,0.3,
1711,3332,37.4,TL,0.83,
1712,3332,34.3,TL,0.66,
1713,3332,33.3,TL,0.56,
1714,3333,33.3,TL,2.1,
1715,3333,29.1,TL,1.39,
1716,3333,21.8,TL,0.97,
1717,3334,35.4,TL,1.18,
1718,3334,27,TL,0.66,
1719,3334,21.8,TL,0.21,
1720,3335,18.7,TL,0.49,
1721,3338,45.8,TL,0.65,
1722,3338,25.9,TL,0.24,
1723,3339,22.8,TL,0.78,
1724,3339,18.7,TL,0.42,
1725,3340,30.2,TL,0.35,
1726,3340,9.3,TL,0.11,
1727,3341,19.7,TL,0.2,
1728,3342,116.2,SL,4.02,
1729,3343,36.4,TL,0.78,
1730,3344,20.7,TL,0.55,
1731,3345,18.6,TL,0.48,
1732,3345,14.5,TL,0.29,
1733,3346,31.2,SL,0.56,
1734,3347,36.4,SL,2.24,
1735,3347,30.1,SL,1.76,
1736,3347,19.7,SL,0.58,
1737,3347,33.3,SL,2.18,
1738,3347,31.2,SL,1.92,
1739,3347,37.4,SL,2.63,
1742,3352,25,ML,2.39,by RY
1743,3393,65,TL,0.37,2mm W
1744,3394,96,TL,1.97,29mm W
1745,3395,39,SL,1.91,AP SL
1746,3396,72,SL,4.93,
1747,3397,245,AP,31.92,
1748,3398,60,ML,10.94,
1749,3401,45,TL,1.17,size range
1750,3401,100,TL,2.38,size range
1751,3401,33,TL,0.72,size range
1752,3402,45,TL,3.4,size range
1753,3402,27,TL,1.79,size range
1754,3403,260,TL,90.66,60mm W
1755,3405,110,TL,0.25,
1756,3406,32,SL,0.82,
1757,3407,94,SL,8.99,
1758,3408,105,TL,0.36,
1759,3409,54,SL,7.34,
1760,3410,690,SL,608.08,
1761,3411,50,TL,2.63,
1762,3412,31,TL,0.36,
1763,3413,17,TL,0.58,
1764,3415,35,TL,0.83,
1765,3415,25,TL,0.59,
1766,3415,27,TL,1.43,
1767,3416,45,ML,23.63,
1768,3416,31,ML,14.45,
1769,3416,28,ML,18.06,
1770,3416,34,ML,20.06,
1771,3416,36,ML,27.02,
1772,3416,30,ML,18.06,
1773,3416,24,ML,12.16,
1774,3416,34,ML,22.65,
1775,3418,150,SL,9.36,
1776,3419,25,AP,1.65,AP ML
1777,3421,160,SL,14.55,
1778,3422,64.5,SL,14.17,
1779,3423,14.5,TL,0.21,representative size range
1780,3423,15.6,TL,0.24,representative size range
1781,3423,20.7,TL,0.45,representative size range
1782,3423,22.9,TL,0.98,representative size range
1783,3423,28.1,TL,1.16,representative size range
1784,3424,20.7,TL,0.54,
1785,3424,22.8,TL,0.88,
1786,3425,15.6,TL,0.38,
1787,3426,52.1,SL,9.82,
1788,3427,36,SL,5.15,
1789,3428,74.8,SL,16.4,
1790,3429,48.8,SL,1.12,
1791,3430,17,TL,0.36,
1792,3430,23,TL,0.31,
1793,3431,16.6,TL,0.53,
1794,3431,21.8,TL,0.71,
1795,3431,19.7,TL,0.58,
1796,3432,16.6,TL,0.42,
1797,3434,35,ML,2.63,
1798,3435,31.2,TL,0.56,
1799,3433,26,TL,0.8,representative size range
1800,3433,28.1,TL,0.89,representative size range
1801,3433,20.7,TL,0.35,representative size range
1802,3433,12.6,TL,0.27,representative size range
1803,3436,48,SL,8.54,
1804,3437,38.5,ML,8.43,
1805,3438,30.2,TL,0.27,
1806,3439,21.8,TL,0.78,
1807,3439,20.7,TL,0.75,
1808,3440,23,TL,0.53,
1809,3440,25,TL,0.96,
1810,3440,14.5,TL,0.21,
1811,3441,20.7,TL,0.76,
1812,3442,60,TL,0.91,
1813,3443,150,TL,0.47,
1814,3444,65,ML,25.39,
1815,3445,30,TL,0.21,
1816,3446,15.5,TL,0.2,representative size range
1817,3446,21.8,TL,0.41,representative size range
1818,3446,25,TL,0.44,representative size range
1819,3447,75,TL,0.41,3mm W
1820,3448,60,SL,9.09,
1821,3449,5.2,LRL,0.08,
1822,3449,7.2,URL,0.31,
1823,3449,7,URL,0.45,
1824,3450,45.7,SL,1.47,
1825,3451,10.3,TL,0.25,
1826,3452,22.8,TL,0.75,
1827,3452,27.1,TL,0.94,
1828,3453,20.8,TL,0.34,
1829,3453,24.9,TL,0.46,
1830,3454,22.8,TL,0.59,
1831,3455,35.3,TL,0.68,
1832,3455,39.5,TL,0.69,
1833,3456,7.3,TL,0.15,
1834,3457,31.2,TL,0.47,
1835,3457,26,TL,0.4,
1836,3458,34,TL,2.08,
1837,3459,86,TL,0.6,representative size range
1838,3459,117,TL,0.43,representative size range
1839,3460,22,SL,1.66,
1840,3461,45,SL,3.75,
1841,3462,21,TL,0.31,
1842,3463,29,ML,4.93,
1843,3464,110,TL,0.31,
1844,3465,118,SL,21,
1845,3466,80,SL,10.91,
1846,3467,191,SL,18.67,
1847,3468,82,SL,4.47,
1848,3469,42,SL,7.29,
1849,3470,53,SL,0.66,
1850,3471,25,TL,0.53,15mm W
1851,3472,6,URL,0.51,
1852,3473,23.8,TL,0.79,representative size range
1853,3473,20.7,TL,0.6,representative size range
1854,3473,12.6,TL,0.37,representative size range
1855,3473,20.8,TL,0.61,representative size range
1856,3473,21.8,TL,0.44,representative size range
1857,3470,35,SL,0.29,
1858,3474,65,SL,18.38,representative size range
1859,3474,70,SL,21.96,representative size range
1860,3474,56,SL,10.45,representative size range
1861,3474,51,SL,9.95,representative size range
1862,3475,24,TL,0.81,
1863,3475,16,TL,0.38,
1864,3476,30,TL,0.44,
1865,3476,26,TL,0.24,
1866,3476,15,TL,0.15,
1867,3477,27,TL,1.34,
1868,3478,50,TL,0.73,
1869,3479,100,TL,1.36,10mm W
1870,3479,35,TL,1.02,30mm W
1871,3480,35.4,CL,4.75,
1872,3481,55,TL,0.1,
1873,3481,220,TL,0.5,
1874,3482,35,TL,1.55,
1875,3482,31,TL,1.67,
1876,3482,30,TL,1.48,
1877,3483,29,TL,0.39,representative size range
1878,3483,22,TL,0.22,representative size range
1879,3483,25,TL,0.45,representative size range
1880,3484,120,SL,8.27,
1881,3485,60,SL,15.74,
1882,3486,32.2,TL,0.85,
1883,3487,130,TL,0.41,
1884,3487,170,TL,0.79,
1885,3487,80,TL,1.08,thick guy
1886,3488,85,TL,0.15,
1887,3489,16.6,TL,0.65,
1888,3490,40,TL,0.72,
1889,3491,95,TL,2.3,
1890,3492,29,SL,2.4,
1891,3493,29.5,TL,0.94,16.8mm W
1892,3494,50,SL,1.47,
1893,3494,75,SL,4.46,
1894,3495,48,ML,26.03,
1895,3496,29.1,SL,1.75,
1896,3497,54,SL,7.59,
1897,3497,65,SL,15.69,
1898,3498,20.7,TL,0.82,
1899,3499,18.7,TL,0.58,
1900,3499,21.8,TL,0.66,
1901,3499,22.8,TL,0.84,
1902,3500,105,TL,8.02,16.6mm W
1903,3502,35,TL,1.65,
1904,3502,24,TL,1.74,
1905,3502,105,TL,0.28,
1906,3503,3.1,LRL,0.06,
1907,3503,2,LRL,0.05,
1908,3504,23.5,TL,91.26,60mm W
1909,3505,85,SL,3.79,
1910,3506,11.6,TL,0.3,
1911,3507,7.2,TL,0.16,
1912,3508,50,TL,0.57,
1913,3508,60,TL,0.53,
1914,3509,70,SL,17.9,
1915,3509,57.2,SL,11.9,
1916,3509,45,SL,7.25,
1917,3510,35,TL,0.41,20mm W
1918,3511,34,TL,0.24,22mm W
1919,3512,70,TL,0.57,10mm W
1920,3513,26,TL,0.39,20mm W
1921,3514,34,SL,0.28,representative size range
1922,3514,90,SL,2.88,representative size range
1923,3514,140,SL,5.95,representative size range
1924,3514,64,SL,1.25,representative size range
1925,2838,2,HL,0.01,"by RY; Octopod beak. 2.0 HL, 5.7 CL"
1926,2887,4.5,LRL,0.1,presumed beak pair; 4.5 URL; 3.5 LRL
1927,2910,10.5,URL,0.29,by RY
1928,2960,8.5,LRL,0.4,
1929,2961,5.5,LRL,0.15,
1930,3069,1.9,URL,0.04,
1931,3086,2.3,LRL,0.07,
1932,3097,1.3,LRL,0.03,Probably an onychoteuthid but can't place it in any genus known from North Pacific
1933,3127,4.1,LRL,0.19,by RY
1934,3209,5.5,LRL,0.18,
1935,3515,7.5,URL,0.18,
1936,3515,10.2,LRL,0.18,
1937,3515,8,LRL,0.18,
1938,3515,9.5,LRL,0.18,
1939,3515,9,LRL,0.18,
1940,3216,5,URL,0.33,
1941,3223,9.2,URL,0.34,
1942,3229,9.5,LRL,0.3,
1943,3229,6,LRL,0.3,
1944,3229,4.5,LRL,0.29,
1945,3239,7.2,URL,0.39,
1946,3245,10,LRL,0.38,
1947,3275,6.5,LRL,0.35,
1948,3289,6,URL,0.31,
1949,3289,5.5,LRL,0.19,
1950,3289,7,LRL,0.21,
1951,3326,7,URL,0.74,6.8 LRL; complete pair
1953,3328,10.1,LRL,0.36,
1954,3400,7,LRL,0.54,
1955,3404,2.2,HL,0.01,"Octopod beak. LM, 2.2 HL, 5.1 CL"
1956,2479,2.2,HL,0.01,
1957,2518,6.4,URL,0.32,
1958,2525,3.3,LRL,0.3,
1959,2526,1.5,HL,0.02,Just one (no individual weights)
1960,2533,2.8,LRL,0.01,
1961,2573,1.8,HL,0.02,"just one, no individual weights"
1962,2574,2.9,LRL,0.07,
1963,2597,8.3,LRL,0.29,
1964,3350,4.5,HL,0.04,
1965,3392,1.9,LRL,0.02,
1966,2655,2,LRL,0.03,
1967,2693,3.1,LRL,0.03,
1968,3351,6.1,HL,0.05,
1969,2714,5.7,LRL,0.16,
1970,2738,6.4,UF,0.2,
1971,3353,7.6,LRL,0.27,
1972,2742,8.3,LRL,0.36,
1973,2787,1.5,UF,0.01,
1974,3354,0.7,LRL,0.02,
1975,2810,8.9,URL,0.88,
1976,2543,7,LRL,0.26,
1977,3516,50,ML,4.75,
1978,3517,42.7,SL,5.51,
1979,3518,18.7,TL,0.38,
1980,3519,25,TL,0.73,
1981,3520,16.6,TL,0.3,
1982,3521,50,TL,0.33,
1983,3522,44.7,ML,12.65,
1984,3523,36.4,SL,2.57,
1985,3523,30.1,SL,2.32,
1986,3523,26,SL,1.35,
1987,3523,23.9,SL,0.78,
1988,3523,20.7,SL,0.55,
1989,3524,11.4,TL,0.18,
1990,3524,16.6,TL,0.38,
1991,3524,18.7,TL,0.39,
1992,3524,24.9,TL,0.97,
1993,3525,22,TL,0.94,
1994,3527,28.1,SL,0.37,
1995,3527,45.7,SL,1.49,
1996,3528,103,SL,3.5,
1997,3529,24.9,TL,0.99,
1998,3530,23.9,TL,0.36,
1999,3531,14.5,TL,0.18,
2000,3531,22.8,TL,0.75,
2001,3532,150,TL,0.38,
2002,3532,124,TL,0.2,
2003,3532,99,TL,0.13,
2004,3533,73.8,SL,15.23,
2005,3534,28.1,TL,0.88,
2006,3534,21.8,TL,0.75,
2007,3534,23,TL,0.75,
2008,3534,17.6,TL,0.33,
2009,3535,115,SL,9.89,
2010,3536,31.2,SL,1.91,
2011,3536,20.8,SL,0.76,
2012,3536,37.4,SL,3.54,
2013,3537,94.7,SL,1.45,
2014,3538,101.9,SL,5.82,
2015,3538,113.4,SL,6.67,
2016,3539,65,AP,0.26,
2017,3540,8.3,TL,0.05,8.3mm W
2018,3541,40.5,TL,0.75,
2019,3542,61.3,TL,0.49,
2020,3542,100,TL,0.33,
2021,3543,22.8,TL,0.44,representative size range
2022,3543,25.9,TL,0.78,representative size range
2023,3543,13.5,TL,0.25,representative size range
2024,3543,11.4,TL,0.23,representative size range
2025,3544,7.2,URL,0.25,
2026,3545,40.5,TL,1.77,
2027,3546,21.9,TL,0.18,
2028,3547,14.5,TL,0.26,
