PreyIndividuals_ID,stm_preyID,Length_mm,Length_Code,Weight_g,Comment
2709,3978,66.6,TL,0.28,
2710,3979,40.5,SL,5.57,
2711,3979,32.2,SL,2.67,
2712,3980,55.1,SL,0.99,
2713,3980,225,SL,39.61,
2714,3980,215,SL,28.15,
2715,3981,137,TL,0.32,size range
2716,3981,122,TL,0.37,size range
2717,3981,83.5,TL,0.17,size range
2718,3982,25,TL,0.25,16.6mm W
2719,3983,56,TL,2.46,30mm W
2720,3984,9.3,LRL,0.39,
2721,3985,490,SL,278.44,
2722,3987,64.5,SL,16.32,size range
2723,3987,42.6,SL,8.5,size range
2724,3987,53.1,SL,15.92,size range
2725,3988,36.4,SL,4.3,
2726,3988,41.6,SL,3.91,
2727,3989,330,SL,76.26,
2728,3991,21.8,TL,0.32,
2729,3992,22,TL,1.29,
2730,3993,35.3,TL,0.55,
2731,3994,16.6,TL,0.61,
2732,3995,27.1,TL,0.26,
2733,3995,20.7,TL,0.19,
2734,3996,23.9,TL,0.75,size range
2735,3996,10.4,TL,0.18,size range
2736,3996,8.7,TL,0.37,size range
2737,3997,5.2,URL,0.08,
2738,3998,42.6,ML,6.25,
2739,3999,30.2,ML,2.75,
2740,4000,63.5,SL,23.41,size range
2741,4000,49.9,SL,7.97,size range
2742,4000,53.1,SL,9.68,size range
2743,4001,33.3,SL,1.89,
2744,4001,38.5,SL,4.01,
2745,4002,104.1,SL,6.84,
2746,4003,215,SL,35.35,
2747,4004,21.8,TL,0.58,
2748,4006,31,TL,0.45,
2749,4007,44,SL,7.16,
2750,4008,220,TL,0.44,
2751,4008,100,TL,0.41,
2752,4008,85,TL,0.35,
2753,4009,19,TL,0.35,
2754,4010,25,SL,1.5,
2755,4011,17.6,TL,0.22,
2756,4012,42.6,ML,7.94,
2757,4013,33.3,ML,1.51,
2758,4014,10.3,TL,0.23,
2759,4015,121.7,SL,9.86,
2760,4016,39.5,SL,2.48,size range
2761,4016,33.3,SL,1.81,size range
2762,4016,24.9,SL,1.19,size range
2763,4017,22.8,SL,0.5,size range
2764,4017,37.4,SL,1.13,size range
2765,4017,36.4,SL,2.15,size range
2766,4018,241,SL,91.6,
2767,4019,24.9,SL,0.82,
2768,4019,20.7,SL,0.4,
2769,4020,49.9,SL,6.23,size range
2770,4020,36.4,SL,2.24,size range
2771,4020,29.1,SL,1.96,size range
2772,4022,21.8,TL,0.5,
2773,4022,16.6,TL,0.29,
2774,4022,12.5,TL,0.16,
2775,4023,19.7,TL,0.55,
2776,4024,15.6,TL,0.38,
2777,4024,18.7,TL,0.45,
2778,4025,155,TL,0.36,size range
2779,4025,99.8,TL,0.34,size range
2780,4025,61.4,TL,0.36,size range
2781,4026,15,TL,0.28,
2782,4027,20.8,TL,0.23,
2783,4027,25.9,TL,0.42,
2784,4027,22.8,TL,0.32,
2785,4028,24.9,TL,0.36,size range
2786,4028,20.8,TL,0.27,size range
2787,4028,16.6,TL,0.16,size range
2788,4029,11.5,CL,0.24,
2789,4030,52,ML,11.04,
2790,4031,70.7,ML,19.33,
2791,4032,195,SL,38.95,
2792,4033,6.2,LRL,0.21,
2793,4034,12.5,TL,0.25,
2794,4035,17.6,TL,0.95,16.6mm W
2795,4036,18.7,TL,0.38,17.6mm W
2796,4037,9.3,TL,0.21,6.2mm W
2797,4038,54.1,ML,9.12,
2798,4039,36.4,ML,14.67,
2799,4040,250,TL,0.6,size range
2800,4040,238,TL,0.94,size range
2801,4040,215,TL,0.43,size range
2802,4041,640,SL,486.13,
2803,4042,25,SL,0.47,
2804,4043,42.6,SL,4.39,size range
2805,4043,30.2,SL,2.44,size range
2806,4043,29.1,SL,1.78,size range
2807,4044,38.5,TL,1.39,size range
2808,4044,35.4,TL,0.66,size range
2809,4044,24.9,TL,0.19,size range
2810,4045,42.6,TL,2.04,size range
2811,4045,35.3,TL,2.1,size range
2812,4045,32.2,TL,2.17,size range
2813,4046,55,TL,0.25,size range
2814,4046,120,TL,0.37,size range
2815,4046,135,TL,0.51,size range
2816,4047,30,TL,1.47,
2817,4048,34,TL,0.98,
2818,4049,75,TL,7.08,44mm W
2819,4050,58.2,TL,0.57,26mm W
2820,4051,58,TL,1.07,35.3mm W
2821,4052,19.7,TL,0.23,
2822,4053,19.7,TL,0.58,
2823,4053,15.6,TL,0.5,
2824,4054,14.5,TL,0.09,
2825,4054,19.5,TL,0.19,
2826,4054,19.7,TL,0.23,
2827,4055,9.3,TL,0.07,
2828,4056,14.5,TL,0.27,
2829,4057,69.7,SL,12.81,size range
2830,4057,47.8,SL,7.08,size range
2831,4057,52,SL,7.96,size range
2832,4058,46.8,SL,6.76,size range
2833,4058,33.3,SL,3.16,size range
2834,4058,28.1,SL,2.4,size range
2835,4059,56.2,SL,5.89,
2836,4060,59.3,SL,10.46,
2837,4061,75.9,SL,4.8,
2838,4061,49.9,SL,1.5,
2839,4062,45.7,SL,0.68,
2840,4063,166,TL,0.54,size range
2841,4063,185,TL,0.17,size range
2842,4063,230,TL,0.43,size range
2843,4064,12.6,TL,0.55,
2844,4065,92,SL,3.68,
2845,4066,11.5,TL,0.26,
2846,4067,68.6,TL,0.44,4.1mm W
2847,4069,35.3,SL,2.47,size range
2848,4069,25.1,SL,1.51,size range
2849,4069,16.6,SL,0.23,size range
2850,4070,60,ML,1.42,
2851,4072,39.5,TL,0.69,size range
2852,4072,28.1,TL,0.56,size range
2853,4072,20.7,TL,0.12,size range
2854,4073,32.2,TL,1.96,size range
2855,4073,35.3,TL,1.15,size range
2856,4073,28.1,TL,1.23,size range
2857,4074,104,TL,0.13,
2858,4075,122.8,SL,4.84,
2859,4075,65.6,SL,1.3,
2860,4075,31.2,SL,0.52,
2861,4076,184,TL,12.86,
2862,4076,165,TL,11.21,
2863,4077,280,SL,65.35,
2864,4078,69,SL,17.65,
2865,4078,58,SL,13.11,
2866,4078,70,SL,17.03,
2867,4079,108,TL,0.56,
2868,4080,225,TL,0.42,size range
2869,4080,160,TL,0.44,size range
2870,4080,63,TL,0.13,size range
2871,4081,24.9,TL,0.72,size range
2872,4081,16.6,TL,0.28,size range
2873,4081,12.5,TL,0.27,size range
2874,4082,30,TL,2.35,
2875,4083,40.5,TL,1.1,size range
2876,4083,30.1,TL,0.41,size range
2877,4083,17.7,TL,0.14,size range
2878,4084,28.5,ML,1.92,
2879,4086,37.4,TL,0.32,
2880,4086,33.3,TL,0.14,
2881,4086,38.5,TL,0.24,
2882,4087,26,ML,1.6,
2883,4089,81.2,TL,0.21,
2884,4090,21.8,SL,0.77,
2885,4088,23.9,TL,0.26,
2886,4088,21.8,TL,0.21,
2887,4092,292,TL,0.3,size range
2888,4092,193,TL,0.35,size range
2889,4092,59,TL,0.16,size range
2890,4093,127,SL,3.93,
2891,4094,48,SL,6.52,
2892,4094,44,SL,4.38,
2893,4094,33,SL,1.97,
2894,4095,42,ML,2.9,
2895,4096,57,TL,0.1,"blue monofilament, 1mm W"
2896,4096,49,TL,0.04,"white monofilament, 1mm W"
2897,4096,28,TL,0.03,"white monofilament, 1mm W"
2898,4097,15,TL,0.22,
2899,4098,18.7,TL,0.43,
2900,4099,25,TL,1.05,
2901,4101,82.2,TL,0.57,size range
2902,4101,74.9,TL,0.42,size range
2903,4101,60.3,TL,0.3,size range
2904,4102,13.5,TL,0.25,
2905,4103,25,ML,1.31,AP ML
2906,4104,43.7,SL,3.84,size range
2907,4104,38.5,SL,2.54,size range
2908,4104,27.1,SL,1.31,size range
2909,4110,6,ML,0.1,
2910,4111,40.6,SL,5.08,size range
2911,4111,29.1,SL,2.2,size range
2912,4111,20.8,SL,0.79,size range
2913,4109,65,TL,0.37,size range
2914,4109,145,TL,0.3,size range
2915,4109,155,TL,0.28,size range
2916,4105,70.7,SL,1.59,size range
2917,4105,51,SL,0.51,size range
2918,4105,44.7,SL,0.63,size range
2919,4106,50.9,SL,1.2,
2920,4106,43.7,SL,0.51,
2921,4107,20.7,TL,0.77,
2922,4107,16.6,TL,0.71,
2923,4206,8.3,LRL,0.27,
2924,4108,5.2,LRL,0.31,
2925,4112,42,SL,2.05,
2926,4112,40,SL,2.72,
2927,4112,40,SL,1.85,
2928,4114,2.8,LRL,0.48,small but approximate length
2929,4115,1,LRL,0.02,less than 1 mm?
2930,4116,37.4,SL,4.53,
2931,4117,29.1,SL,1.08,
2932,4118,25.9,SL,1,
2933,4120,47.8,TL,0.3,
2934,4120,39.5,TL,0.37,
2935,4120,36.4,TL,0.24,
2936,4121,91.6,TL,1.29,
2937,4122,21.8,TL,0.28,
2938,4122,20.8,TL,0.14,
2939,4123,40.5,ML,5.97,
2940,4123,25.9,ML,1.8,
2941,4124,20.8,SL,0.35,
2942,4124,41.6,SL,3.55,
2943,4124,34.3,SL,2.14,
2944,4125,184,SL,24.89,
2945,4126,850,TL,6.2,2.1mm W
2946,4127,42.6,SL,5.03,size range
2947,4127,30.1,SL,1.84,size range
2948,4127,19.7,SL,0.76,size range
2949,4128,130,AP,16.42,
2950,4129,5.2,LRL,0.3,
2951,4130,10,TL,0.07,
2952,4131,140,TL,0.69,2.1 mmW
2953,4133,28.1,TL,0.75,9.3mm W
2954,4134,44.1,SL,7.45,
2955,4135,21.1,TL,0.29,
2956,4136,12.2,TL,0.2,
2957,4137,81,TL,0.56,size range
2958,4137,70,TL,0.49,size range
2959,4137,55,TL,0.43,size range
2960,4138,37.4,SL,3.94,size range
2961,4138,33.3,SL,2.65,size range
2962,4138,25.9,SL,1.92,size range
2963,4139,62.4,SL,13.61,size range
2964,4139,46.8,SL,11.98,size range
2965,4139,34.3,SL,6.12,size range
2966,4140,20.8,TL,0.57,
2967,4141,61.4,SL,1.41,size range
2968,4141,49.9,SL,0.65,size range
2969,4141,35.4,SL,0.3,size range
2970,4142,38.5,SL,0.49,
2971,4144,74.9,TL,0.63,size range
2972,4144,38.5,TL,0.48,size range
2973,4144,35.3,TL,0.46,size range
2974,4145,232,TL,0.28,size range
2975,4145,152,TL,0.1,size range
2976,4145,41.6,TL,1.09,size range
2977,4146,41.6,TL,1.09,size range
2978,4146,32.2,TL,0.62,size range
2979,4146,18.7,TL,0.18,size range
2980,4147,23.9,TL,0.65,size range
2981,4147,18.7,TL,0.42,size range
2982,4147,16.6,TL,0.38,size range
2983,4148,25.9,ML,7.78,
2984,4149,45.7,ML,6.42,
2985,4150,115,ML,17.35,
2986,4152,155,SL,19.87,
2987,4153,20,SL,0.85,
2988,4153,33,SL,1.62,
2989,4153,40,SL,2.9,
2990,4155,32,TL,0.68,
2991,4155,39,TL,0.46,
2992,4156,35,TL,0.81,
2993,4156,37,TL,0.83,
2994,4160,65,TL,0.14,size range
2995,4160,170,TL,0.56,size range
2996,4160,120,TL,0.29,size range
2997,4162,180,SL,22.26,
2998,4163,370,TL,85.03,60mm W
2999,4164,65,SL,15.04,size range
3000,4164,55,SL,11.24,size range
3001,4164,45,SL,8.72,size range
3002,4165,31,TL,0.61,
3003,4165,29,TL,0.58,
3004,4166,6,TL,0.24,
3005,4167,16,TL,0.41,
3006,4168,20,TL,0.72,
3007,4169,25,ML,1.99,
3008,4170,29,SL,1.21,
3009,4172,136,SL,10.87,
3010,4172,72.8,SL,2.07,
3011,4172,46.8,SL,1.71,
3012,4173,22,SL,0.4,size range
3013,4173,41.6,SL,4.45,size range
3014,4173,31.2,SL,2.39,size range
3015,5022,60,SL,0.92,
3016,4174,57.2,SL,0.98,
3017,4175,64,SL,14.1,
3018,4175,50,SL,5.83,
3019,4175,55,SL,9.76,
3020,4176,25,TL,0.15,size range
3021,4176,30,TL,0.17,size range
3022,4176,20,TL,0.09,size range
3023,4177,37.4,TL,0.59,
3024,4178,17.5,TL,0.51,
3025,4179,260,TL,3.05,20mm W
3026,4180,175,TL,0.05,1mm W
3027,4180,70,TL,0.05,1mm W
3028,4181,15.5,TL,0.13,
3029,4182,185,SL,1.66,
3030,4182,70,SL,19.1,
3031,4183,10.4,UF,0.33,
3032,4184,33.3,SL,2.61,
3033,4184,32.2,SL,2.89,
3034,4184,38.5,SL,3.38,
3035,4185,20.7,TL,0.15,
3036,4186,83,TL,0.21,size range
3037,4186,50,TL,0.15,size range
3038,4186,120,TL,0.2,size range
3039,4187,48.8,SL,8.14,size range
3040,4187,50.9,SL,10.12,size range
3041,4187,58.2,SL,10.88,size range
3042,4188,31,TL,1.19,size range
3043,4188,27,TL,0.87,size range
3044,4188,20,TL,0.47,size range
3045,4190,63.4,SL,17.51,
3046,4190,62.4,SL,15.2,
3047,4191,59.3,SL,0.99,
3048,4192,44.7,SL,4.86,
3049,4192,33.2,SL,4,
3050,4192,26.9,SL,2.94,
3051,4193,37.4,SL,2.28,
3052,4196,40.6,TL,1.09,size range
3053,4196,30.1,TL,1.18,size range
3054,4196,22.8,TL,0.45,size range
3055,4197,18,TL,0.43,size range
3056,4197,100,TL,1.32,size range
3057,4197,50,TL,0.47,size range
3058,4198,19.71,TL,0.52,
3059,4200,11.4,TL,0.24,
3060,4201,125.9,TL,2.88,13.5mm W
3061,4202,80.1,ML,16.2,
3062,4203,110.3,TL,4.29,38.4mm W
3063,4204,12.4,URL,0.47,
3064,4204,8.3,LRL,0.5,
3065,4204,4.1,LRL,0.15,
3066,3628,20,ML,0.57,
3067,4205,2.6,HL,0.02,
3068,4211,155,TL,0.11,
3069,4211,176,TL,0.1,
3070,4213,5.2,LRL,0.22,
3071,4214,42.6,TL,1.24,size range
3072,4214,36.4,TL,1.15,size range
3073,4214,30.2,TL,1.09,size range
3074,4215,22.9,TL,0.33,
3075,4215,18.7,TL,0.16,
3076,4216,34.3,TL,0.63,
3077,4217,31.2,TL,0.94,
3078,4217,34.3,TL,0.5,
3079,4218,36.4,TL,0.65,
3080,4219,162,SL,12.58,
3081,4219,225,SL,32.06,
3082,4220,94,TL,0.11,1mm W
3083,4221,19.7,TL,0.37,size range
3084,4221,25.9,TL,0.63,size range
3085,4221,39.5,TL,1.04,size range
3086,4222,48.8,SL,6.86,size range
3087,4222,41.6,SL,4.65,size range
3088,4222,20.7,SL,0.8,size range
3089,4223,38.5,TL,0.97,size range
3090,4223,41.6,TL,1.16,size range
3091,4223,39.5,TL,1,size range
3092,4224,14,TL,0.29,
3093,4224,16,TL,0.25,
3094,4225,36,TL,0.08,size range
3095,4225,86,TL,0.18,size range
3096,4225,154,TL,0.29,size range
3097,4226,38,TL,0.34,
3098,4227,205,TL,0.48,
3099,4228,10.4,TL,0.16,
3100,4229,49.9,TL,1.17,30.1mm W
3101,4230,97.8,TL,1.21,10.4mm W
3102,4231,245,TL,0.3,size range
3103,4231,210,TL,0.3,size range
3104,4231,110,TL,0.2,size range
3105,4232,40.6,SL,4.33,size range
3106,4232,32.2,SL,1.68,size range
3107,4232,18.7,SL,0.36,size range
3108,4233,20.8,TL,0.39,
3109,4233,27,TL,0.54,
3110,4234,37.4,SL,0.62,
3111,4234,45.8,SL,1.61,
3112,4235,41.6,TL,1.3,
3113,4236,84.2,SL,4.6,
3114,4237,84,TL,2.9,50mm W
3115,4238,70,ML,28.1,
3116,4236,80.1,SL,5.6,
3117,4239,165,TL,0.61,
3118,4239,125,TL,0.53,
3119,4240,25,TL,0.5,
3120,4240,24.9,TL,0.36,
3121,4241,22.8,TL,0.27,
3122,4242,10.4,URL,0.54,
3123,7307,12.4,URL,0.55,
3124,4242,10.3,LRL,0.27,
3125,7307,11.4,LRL,0.27,
3126,8841,9.3,LRL,0.27,
3127,4243,22.8,TL,0.5,
3128,4244,20.7,TL,0.51,
3129,4244,17.6,TL,0.52,
3130,4244,15.5,TL,0.38,
3131,4245,36.4,SL,2.68,
3132,4246,56.2,SL,2.19,
3133,4247,55,TL,0.3,size range
3134,4247,150,TL,0.38,size range
3135,4247,140,TL,0.37,size range
3136,4248,512,SL,221.45,
3137,4249,23,TL,0.1,size range
3138,4249,125,TL,0.39,size range
3139,4249,157,TL,0.36,size range
3140,4250,130,SL,7.59,
3141,4250,95,SL,10.25,
3142,4251,36,TL,1.01,
3143,4252,23,SL,0.85,size range
3144,4252,34,SL,3.28,size range
3145,4252,44,SL,5.74,size range
3146,4254,22.9,TL,1.98,13.5mm W; metal wire ball
3147,4254,45.7,TL,3.01,21.8mm W; metal wire ball
3148,4254,25.9,TL,0.4,15.6mm W; metal wire
3149,4254,17.6,TL,0.25,15.6mm W; metal wire
3150,4254,49.3,TL,0.12,7.2mm W; metal wire
3151,4255,150.9,TL,32.68,"58.2mm W; pale green plastic bottle, shampoo?"
3152,4255,31.2,TL,1.25,18.7mm W; black bottle cap ring
3153,4255,55.1,TL,1.07,17.7mm W; curved thin black plastic
3154,4255,133.2,TL,1.18,9.3mm W; flat black plastic
3155,4255,20.8,TL,2.97,8.33m W; black plastic cube
3156,4256,117.6,TL,0.52,"1/4"" white plastic banding"
3157,4256,48.9,TL,0.2,"1/4"" white plastic banding; 3 pieces this size"
3158,4256,13.5,TL,2.99,30.1mm W; white bottle cap
3159,4256,16.6,TL,0.06,"14.5mm W; flimsy white plastic, thin"
3160,4256,19.7,TL,0.15,"7.2mm W; flimsy white plastic, thin"
3161,4257,44.7,SL,4.52,
3162,4257,32.2,SL,1.66,
3163,4258,12.4,TL,0.37,
3164,4258,14.5,TL,0.26,
3165,4259,25.9,TL,0.31,size range
3166,4259,14.5,TL,0.18,size range
3167,4259,6.2,TL,0.14,size range
3168,4260,37.4,TL,0.59,
3169,4260,22.9,TL,0.12,
3170,4262,5.2,LRL,0.14,
3171,4263,27,TL,0.28,
3172,4264,28,TL,0.92,
3173,4265,16.6,ML,0.37,
3174,4266,9.3,LRL,0.27,
3175,4266,8.2,LRL,0.29,
3176,4266,10.4,URL,0.37,
3177,4267,33.3,TL,0.53,
3178,4267,31.2,TL,0.63,
3179,4267,27.1,TL,0.51,
3180,4268,21.8,SL,0.64,
3181,4268,26.9,SL,0.96,
3182,4269,95.7,SL,6.72,
3183,4270,21.8,TL,0.5,
3184,4271,240,TL,0.48,size range
3185,4271,220,TL,0.36,size range
3186,4271,70,TL,0.23,size range
3187,4272,257,SL,35.68,size range
3188,4272,72,SL,1.6,size range
3189,4272,68,SL,1.89,size range
3190,4273,48,TL,0.13,size range
3191,4273,106,TL,0.09,size range
3192,4273,207,TL,0.23,size range
3193,4274,38,TL,0.76,
3194,4274,36,TL,0.71,
3195,4275,25,TL,0.61,
3196,4276,25,TL,0.52,
3197,4276,26,TL,0.57,
3198,4277,51,TL,2.11,16mm W
3199,4278,38,SL,2.75,size range
3200,4278,29,SL,1.35,size range
3201,4278,24,SL,0.59,size range
3202,4279,57,SL,1.26,
3203,4280,29.9,TL,0.6,5.6mm W
3204,4281,373,TL,2.92,
3205,4282,53.1,ML,4.49,
3206,4283,22,TL,0.25,
3207,4284,145,TL,0.34,
3208,4284,190,TL,0.46,
3209,4284,105,TL,0.34,
3210,4285,21,SL,0.6,
3211,4285,17,SL,0.53,
3212,4286,34.3,SL,5.31,
3213,4287,90.4,SL,3.6,
3214,4288,30.1,ML,0.84,
3215,4289,25.9,TL,0.59,
3216,4289,18.7,TL,0.48,
3217,4289,15.6,TL,0.34,
3218,4290,156,TL,0.31,
3219,4291,111,TL,1.64,8.2mm W
3220,4292,8.3,LRL,0.26,
3221,4292,8.2,LRL,0.23,
3222,4292,9.3,LRL,0.3,
3223,4293,53.1,TL,1.47,
3224,4294,70.7,SL,7.83,
3225,4295,53,SL,1.66,
3226,4296,190,SL,19.24,
3227,4297,53.3,SL,14.67,
3228,4298,47.8,SL,7.61,size range
3229,4298,38.5,SL,4,size range
3230,4298,27,SL,2.93,size range
3231,4299,26.9,TL,0.45,
3232,4299,25.9,TL,0.38,
3233,4299,13.5,TL,0.18,
3234,4300,191,TL,0.32,size range
3235,4300,85,TL,0.2,size range
3236,4300,199,TL,0.44,size range
3237,4301,18.7,TL,0.19,
3238,4302,38.5,SL,2.51,
3239,4303,85.3,SL,11.84,
3240,4304,13.5,TL,0.34,size range
3241,4304,19.7,TL,0.47,size range
3242,4304,20.8,TL,0.52,size range
3243,4305,19.7,TL,0.44,size range
3244,4305,20.7,TL,0.55,size range
3245,4305,21.8,TL,0.63,size range
3246,4307,113,TL,0.16,size range
3247,4307,140,TL,0.28,size range
3248,4307,165,TL,0.22,size range
3249,4309,41,TL,0.36,size range
3250,4309,36,TL,0.84,size range
3251,4309,21,TL,0.29,size range
3252,4310,30.1,TL,1.15,size range
3253,4310,23.9,TL,0.9,size range
3254,4310,13.5,TL,0.29,size range
3255,4311,39.5,TL,0.87,size range
3256,4311,34.3,TL,0.94,size range
3257,4311,27,TL,0.46,size range
3258,4312,26,TL,1.56,
3259,4312,28,TL,2.45,
3260,4312,42,TL,1.63,
3261,4313,43.7,SL,5.89,size range
3262,4313,32.2,SL,2.06,size range
3263,4313,19.7,SL,0.58,size range
3264,4314,145,SL,14.25,
3265,4315,26,TL,0.43,
3266,4315,15.6,TL,0.26,
3267,4316,20.7,TL,0.62,
3268,4316,15.6,TL,0.43,
3269,4317,38.5,TL,1.12,
3270,4317,40.5,TL,1.31,
3271,4318,27,TL,1.05,
3272,4318,35,TL,0.97,
3273,4319,30.2,TL,2.71,
3274,4319,25.9,TL,1.99,
3275,4319,27,TL,1.65,
3276,4320,37.4,TL,0.82,
3277,4321,157,TL,0.39,
3278,4321,90,TL,0.27,
3279,4321,128,TL,0.42,
3280,4322,80.1,ML,168.03,
3281,4323,10.4,URL,0.84,
3282,4323,9.3,LRL,0.74,
3283,4324,18.7,TL,0.66,
3284,4324,21.8,TL,0.63,
3285,4325,135.3,TL,0.41,
3286,4325,119.6,TL,0.49,
3287,4326,68.6,TL,0.81,4.1mm W
3288,4327,37.4,TL,0.31,26.9mm W
3297,4333,45,SL,6.41,
3298,4334,20,TL,0.69,
3299,4335,110,TL,0.7,
3300,4336,50,TL,3.01,20mm W
3301,4337,35,TL,0.27,5mm W
3302,4338,60,TL,0.12,"individual weight not recorded, divided total weight"
3303,4338,100,TL,0.12,"individual weight not recorded, divided total weight"
3304,4339,28.5,SL,56.39,
3305,4340,35.3,TL,0.58,
3306,4341,8.3,LRL,0.38,
3307,4342,25.9,TL,0.66,
3308,4343,78,TL,0.39,size range
3309,4343,105,TL,0.43,size range
3310,4343,126,TL,0.45,size range
3311,4344,153,TL,0.46,size range
3312,4344,119,TL,0.42,size range
3313,4344,61.4,TL,0.65,size range
3314,4345,13.5,TL,0.33,
3315,4345,10.4,TL,0.19,
3316,4345,12.4,TL,0.21,
3317,4347,72,TL,0.47,
3318,4348,115,TL,0.29,size range
3319,4348,50,TL,0.23,size range
3320,4348,200,TL,0.53,size range
3321,4349,108,TL,0.03,
3322,4349,137,TL,1.02,
3323,4350,11.4,TL,0.18,
3324,4350,10.4,TL,0.22,
3325,4350,12.5,TL,0.22,
3326,4352,15.6,AP,0.01,
3327,4353,830,AP,167.24,
3328,4354,25,TL,0.64,
3329,4355,1,HL,0.01,
3330,4356,80,TL,0.09,
3331,4356,75,TL,0.18,
3332,4357,365,TL,0.58,
3333,4357,60,TL,0.24,
3334,4357,150,TL,0.41,
3335,4358,93,TL,0.59,
3336,4358,132.1,TL,0.6,
3337,4358,96,TL,0.58,
3338,4359,115,SL,1.36,
3341,4361,1320,TL,0.4,
3342,4361,58,TL,0.88,chubby
3343,4362,88,TL,2.77,
3344,4363,13.5,ML,0.98,
3345,4364,18.7,TL,0.29,
3346,4364,16.6,TL,0.39,
3347,4364,14.5,TL,0.2,
3348,4365,18.7,SL,1.66,
3349,4365,17.6,SL,1.57,
3350,4365,15.5,SL,1.11,
3351,4366,110,SL,3.39,
3352,4367,26,SL,1.94,
3353,4368,50.9,SL,23.03,
3354,4369,81.3,SL,1.21,
3355,4370,3.1,LRL,0.16,
3356,4371,109,AP,0.4,
3357,4371,138,AP,0.49,
3358,4371,83,AP,0.27,
3359,4372,104.1,SL,4.47,
3360,4372,95.7,SL,3.72,
3361,4373,60.4,TL,2.1,28.1mm wide
3381,4381,17.7,TL,0.44,
3382,4381,20.8,TL,0.47,
3383,4381,18.7,TL,0.45,
3384,4382,32.2,SL,1.53,
3385,4382,28.1,SL,0.98,
3386,4383,58.25,SL,2.89,
3387,4384,83,TL,6.13,
3388,4385,21.8,TL,0.6,
3389,4385,12.4,TL,0.21,
3390,4385,14.5,TL,0.39,
3391,4386,34.3,TL,0.56,
3392,4386,35.3,TL,0.63,
3393,4387,36.3,TL,0.86,
3394,4388,30,ML,7.82,
3395,4388,32,ML,10.2,
3396,4388,38,ML,10.57,
3397,4389,31,TL,0.57,12 mm wide
3398,4389,30,TL,1.04,27 mm wide
3399,4389,54,TL,1.15,31 mm wide
3400,4390,1,HL,0.01,
3401,4391,9.3,URL,0.23,
3402,4392,10.3,LRL,0.28,
3403,4393,2,LRL,0.01,
3404,4394,33,TL,0.03,"""arrow worm"""
3405,4394,48,TL,0.04,"""arrow worm"""
3406,4394,46,TL,0.05,"""arrow worm"""
3407,4395,150,TL,0.4,
3408,4395,50,TL,0.22,
3409,4395,60,TL,0.44,
3410,4396,25.9,TL,0.14,
3411,4398,57.2,SL,2,
3412,4399,36.4,ML,5.21,
3413,4400,11.6,TL,0.41,
3414,4401,158,TL,0.46,
3415,4401,89.5,TL,0.38,
3416,4401,76.9,TL,0.24,
3417,4402,10.3,TL,0.15,
3418,4402,18.7,TL,0.3,
3419,4403,27,SL,1.1,
3420,4404,20.8,TL,0.73,
3421,4405,18.7,TL,0.63,
3422,4405,18.7,AP,1.3,
3423,4406,173,SL,3.66,
3424,4408,11.6,AP,0.68,
3425,4409,68.7,AP,11.21,
3426,4410,37.4,SL,4.05,
3427,4411,252,TL,0.45,
3428,4411,138,TL,0.54,
3429,4411,236,TL,0.59,
3430,4412,7.3,LRL,0.3,
3431,4413,155,TL,0.53,
3432,4413,145,TL,0.4,
3433,4413,110.3,TL,0.39,
3434,4414,5.6,LRL,0.22,
3435,4415,21,TL,0.66,
3436,4416,52,TL,1.19,"24 mm W, brittle white"
3437,4417,120,TL,0.53,
3438,4417,110,TL,0.34,
3439,4417,60,TL,0.22,
3440,4418,35,TL,0.89,
3441,4418,39,TL,0.69,
3442,4419,18.5,TL,0.45,
3443,4420,26.9,TL,0.71,
3444,4420,21.8,TL,0.48,
3445,4420,15.6,TL,0.18,
3446,4421,20.7,SL,0.3,
3447,4422,11.4,TL,0.22,
3448,4422,10.4,TL,0.21,
3449,4422,11.5,TL,0.21,
3450,4423,9.3,TL,0.09,
3451,4424,19.7,CL,0.79,
3452,4425,9.3,ML,0.49,
3453,4426,3.1,URL,0.05,
3454,4427,18.7,TL,0.22,
3455,4428,25.9,TL,1.07,
3456,4429,36.4,SL,2.42,
3457,4429,23.9,SL,0.86,
3458,4429,28.1,SL,1.38,
3459,4430,155,TL,0.41,
3460,4430,140,TL,0.44,
3461,4430,153,TL,0.31,
3462,4431,47,SL,7.23,
3463,4432,19,TL,0.6,
3464,4432,16,TL,0.41,
3465,4433,132,SL,16.05,
3466,4434,22,TL,0.26,
3467,4436,37,TL,0.73,
3468,4436,40,TL,0.91,
3469,4437,18,ML,0.35,
3471,4439,13,TL,0.27,
3472,4439,25,TL,0.37,
3473,4439,21,TL,0.42,
3474,4440,65.5,TL,0.35,
3475,4441,11.4,TL,0.17,
3476,4441,12.5,TL,0.22,
3477,4442,370,SL,104.12,
3478,4443,212,TL,0.27,
3479,4443,117,TL,0.22,
3480,4443,226,TL,0.17,
3481,4444,120,SL,14.54,
3482,4445,160,SL,3.29,
3483,4446,73,ML,4.2,
3484,4447,30,SL,2.26,
3485,4447,35,SL,3.44,
3486,4447,38,SL,3.66,
3487,4448,20,TL,0.66,
3488,4449,38,TL,0.69,
3489,4449,38,TL,0.9,
3490,4449,36,TL,0.71,
3491,4450,25,TL,0.64,
3492,4450,14,TL,0.16,
3493,4450,16,TL,0.28,
